Submitted at,Country you live and work in,City,Gender,Your age,Your job title,What is your current type of employment?,Level of seniority,Primary field of work,Years of relevant design experience,Years of total working experience,Highest level of formal education attained,Did you have design-related education (Formal/informal)?,Select the relevant design-related education. Select all that apply.,"Select the relevant design-related education. Select all that apply. (Formal design education (Diploma, Degree..))",Select the relevant design-related education. Select all that apply. (Online certification (e.g. Coursera or IDF)),Select the relevant design-related education. Select all that apply. (Bootcamps (e.g. General Assembly)),Select the relevant design-related education. Select all that apply. (In-person certified courses),Select the relevant design-related education. Select all that apply. (Self-taught / informal / unstructured courses),Have you lived and worked in another country?,Currency you draw your salary in,Would you like to share your base salary on a monthly or annual basis?,Annual base salary,Monthly base salary,Annual bonus,Annual stock grant (in local currency),Other compensation (annual basis),Annual Total Comp,Annual Total Comp (SGD),Other benefits,What type of company do you currently work for?,Industry your company is in,Company size,Size of design team,Are you physically located at your company headquarters?,Work arrangement at company,Company name
2024-10-23 9:24:19,Indonesia,Jakarta,Man,18 - 24,Graphic Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,2,2,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"5,900,000",,,,"70,800,000","5,947","Health insurance, Paid time off / vacation time",Large enterprise (MNC),Banking & capital markets,"10,001 and above",2 - 10,Yes,3 days on-site,CIMB Niaga
2024-10-23 9:24:43,Indonesia,Bogor,Man,25 - 30,UI/UX Designer,Fixed term contractor,Mid-level IC,Visual / UI design,5,6,Diploma,Yes,"Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,FALSE,TRUE,FALSE,TRUE,Yes,USD,Monthly,,600,,,,"7,200","9,720",Paid time off / vacation time,Start-up,Consumer products,11 - 50,Team of 1,No,Fully remote,Daira Technology
2024-10-23 9:26:01,Indonesia,Bandung,Woman,25 - 30,Graphic Designer,Full-time employee,Mid-level IC,Marketing / graphic design,2,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"2,700,000","300,000",,,"32,700,000","2,747",,Agency / Consulting,"Technology, media & telecommunications",1 - 10,2 - 10,No,Fully remote,
2024-10-23 9:29:05,Indonesia,Jakarta,Woman,31 - 35,Graphic designer,Full-time employee,Mid-level IC,Marketing / graphic design,10,10,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Annual,"87,504,000",,"14,000,000",,,"101,504,000","8,526","Health insurance, Paid medical leave, Paid time off / vacation time",Large enterprise (MNC),"Technology, media & telecommunications",51 - 200,2 - 10,No,3 days on-site,
2024-10-23 9:29:40,Indonesia,Jakarta,Man,25 - 30,product designer,Full-time employee,Mid-level IC,Product / UX design,5,5,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"12,000,000","5,000,000",,,"149,000,000","12,516","Health insurance, Onsite food / snacks, Budget for equipment or home office setup, Meal subsidies, Transport subsidies, Wellness (gym, fitness, etc), Paid time off / vacation time, Professional development, training, or learning fund, Dental insurance, Allowance for flexible working arrangement (remote/co-working space)",Agency / Consulting,design & research,11 - 50,2 - 10,No,Fully remote,
2024-10-23 9:37:36,Indonesia,Jakarta,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,7,5,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"18,000,000","18,000,000",,,"234,000,000","19,656","Wellness (gym, fitness, etc), Professional development, training, or learning fund, Onsite food / snacks, Health insurance, Flexible schedule, Paid medical leave, Dental insurance",Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",101 and above,Yes,Fully on-site,
2024-10-23 9:39:49,Indonesia,Malang,Woman,31 - 35,Design Manager,Full-time employee,Lead / Staff / Principal IC,Presentation Design,10,11,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,350,000","7,900,000",,,"84,100,000","7,064","Dental insurance, Health insurance, Professional development, training, or learning fund",Small-medium enterprise,"Technology, media & telecommunications",51 - 200,11 - 50,No,2 days on-site,
2024-10-23 9:40:02,Indonesia,Jakarta,Man,25 - 30,Social Media Designer,Full-time employee,Senior IC,Marketing / graphic design,5,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,Yes,IDR,Monthly,,"10,000,000","10,000,000",,,"130,000,000","10,920","Flexible schedule, Paid medical leave",Agency / Consulting,Branding & Marketing Agency,11 - 50,2 - 10,No,Fully remote,Asure Bio
2024-10-23 9:40:16,Indonesia,Jakarta,Man,25 - 30,UI/UX Designer,Self-employed (Freelancers; own company),Junior IC (Entry level),Visual / UI design,2,1,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"4,000,000",,,,"48,000,000","4,032",,Start-up,"Retail, wholesale & distribution",11 - 50,2 - 10,Not applicable,2 days on-site,PT Ritra Media Distribusi
2024-10-23 9:40:26,Indonesia,Surakarta,Woman,25 - 30,Graphic Designer,Fixed term contractor,Mid-level IC,Marketing / graphic design,2,5,Diploma,No,,,,,,,No,IDR,Monthly,,"4,000,000",,,,"48,000,000","4,032",,Agency / Consulting,Education,1 - 10,Team of 1,No,Fully on-site,Bada Indonesia / Bada Global
2024-10-23 9:40:46,Indonesia,Surabaya,Woman,18 - 24,Product Designer,Full-time employee,Junior IC (Entry level),Product / UX design,2.5,5,High school / secondary school,No,,,,,,,No,IDR,Monthly,,"4,700,000",,,,"56,400,000","4,738","Health insurance, Transport subsidies, Onsite food / snacks, Professional development, training, or learning fund, Meal subsidies, Paid time off / vacation time",Large enterprise (MNC),Education Technology,51 - 200,2 - 10,Yes,Fully on-site,SEVIMA
2024-10-23 9:41:47,Indonesia,Jakarta,Woman,31 - 35,Senior UX Writer Specialist,Full-time employee,Lead / Staff / Principal IC,Content design / UX writer,7,8,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",TRUE,TRUE,TRUE,FALSE,FALSE,Yes,IDR,Monthly,,"38,000,000",,,,"456,000,000","38,304","Allowance for flexible working arrangement (remote/co-working space), Paid time off / vacation time, Health insurance, Dental insurance",Start-up,Financial services,201 - 1000,11 - 50,Yes,1 day on-site,
2024-10-23 9:42:57,Indonesia,Jakarta,Woman,25 - 30,UI/UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,3,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000",,,"160,000","66,160,000","5,557","Transport subsidies, Paid time off / vacation time, Paid medical leave, Internet / mobile phone subsidies",Agency / Consulting,"Technology, media & telecommunications",11 - 50,2 - 10,Not applicable,Fully remote,
2024-10-23 9:44:37,Indonesia,Jakarta,Man,25 - 30,Digital Campaigner,Self-employed (Freelancers; own company),Mid-level IC,Marketing / graphic design,2,3,Post-graduate diploma,No,,,,,,,No,IDR,Monthly,,"6,000,000",,,"300,000","72,300,000","6,073","Transport subsidies, Professional development, training, or learning fund, Internet / mobile phone subsidies, Health insurance, Allowance for flexible working arrangement (remote/co-working space), Onsite food / snacks",Non-profit,Campaigning and advocating that focusing on energy transition,11 - 50,2 - 10,No,2 days on-site,
2024-10-23 9:48:36,Indonesia,purbalingga,Man,18 - 24,product designer lead,Full-time employee,Lead / Staff / Principal IC,Visual / UI design,3,2,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",FALSE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"3,700,000",0,0,0,"44,400,000","3,730",Health insurance,Start-up,"Technology, media & telecommunications",51 - 200,2 - 10,No,Fully on-site,komerce
2024-10-23 9:49:18,Indonesia,Jakarta,Man,18 - 24,architect,Full-time employee,Junior IC (Entry level),Architect / spatial design,1,1,Master's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",TRUE,FALSE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544","Transport subsidies, Onsite food / snacks, Internet / mobile phone subsidies, Meal subsidies",Agency / Consulting,architecture consultant,1 - 10,2 - 10,Yes,4 days on-site,
2024-10-23 9:49:47,Indonesia,Jakarta,Woman,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Self-taught / informal / unstructured courses",TRUE,FALSE,FALSE,FALSE,TRUE,No,IDR,Monthly,,"8,044,800",,,,"96,537,600","8,109",Health insurance,Start-up,Health care,11 - 50,2 - 10,Yes,3 days on-site,FitAja
2024-10-23 9:52:52,Indonesia,Jakarta,Man,25 - 30,Sr. Product Designer,Full-time employee,Senior IC,Product / UX design,5,5,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"15,500,000",,,,"186,000,000","15,624","Onsite food / snacks, Paid medical leave, Paid time off / vacation time, Health insurance",Start-up,"Retail, wholesale & distribution",201 - 1000,2 - 10,Yes,3 days on-site,
2024-10-23 9:52:59,Indonesia,Tanah Bumbu,Man,25 - 30,"WordPress Designer, Elementor Designer, WordPress Admin",Full-time employee,Mid-level IC,Visual / UI design,3,2,High school / secondary school,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"4,500,000",,,,"54,000,000","4,536",Flexible schedule,Small-medium enterprise,"Retail, wholesale & distribution",11 - 50,2 - 10,No,Fully remote,CR Group Singapore
2024-10-23 9:55:44,Indonesia,Jakarta,Woman,18 - 24,Product Designer,Full-time employee,Junior IC (Entry level),Industrial design,4,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,500,000",,,,"78,000,000","6,552",Paid time off / vacation time,Small-medium enterprise,Industrial products & construction,1 - 10,2 - 10,Yes,Fully on-site,
2024-10-23 9:55:49,Indonesia,Batam,Man,18 - 24,UI/UX Designer,Full-time employee,Mid-level IC,Visual / UI design,3,4,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"13,000,000","13,000,000",,,"169,000,000","14,196",,Large enterprise (MNC),"Technology, media & telecommunications","1001 - 10,000",Team of 1,Yes,Fully on-site,PT Satnusa Persada
2024-10-23 9:55:50,Indonesia,Jakarta,Man,25 - 30,UI UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,3,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"10,000,000",,,,"120,000,000","10,080","Paid time off / vacation time, Dental insurance",Agency / Consulting,Other,51 - 200,2 - 10,Yes,Fully on-site,
2024-10-23 9:57:19,Indonesia,Jakarta,Man,18 - 24,UI Engineer,Fixed term contractor,Mid-level IC,Front-end / design engineer,2,2,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"6,000,000",,,,"72,000,000","6,048",Health insurance,Small-medium enterprise,Consumer products,51 - 200,2 - 10,Yes,4 days on-site,
2024-10-23 9:57:55,Indonesia,Jakarta,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,6,3,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"17,000,000",,,,"204,000,000","17,136",Health insurance,Start-up,Health care,201 - 1000,2 - 10,Yes,Fully on-site,FIT HUB Indonesia
2024-10-23 9:58:07,Indonesia,Bandung,Man,25 - 30,UI/UX Designer,Full-time employee,Senior IC,Visual / UI design,4,5,Diploma,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF)",TRUE,TRUE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"5,240,000","500,000",,,"63,380,000","5,324",Transport subsidies,Software House,"Technology, media & telecommunications",11 - 50,Team of 1,Not applicable,Fully on-site,PT Arkamaya
2024-10-23 10:00:07,Indonesia,Jakarta,Woman,18 - 24,UI UX Designer,Intern/Apprentice,Mid-level IC,Product / UX design,3,3,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Start-up,"Retail, wholesale & distribution",11 - 50,2 - 10,Yes,Fully on-site,
2024-10-23 10:05:01,Indonesia,Jakarta,Man,18 - 24,Social Media Graphic Designer,Fixed term contractor,Junior IC (Entry level),Marketing / graphic design,6,3,High school / secondary school,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,500,000",,,"5,500,000","71,500,000","6,006","Paid time off / vacation time, Flexible schedule, Paid medical leave",Small-medium enterprise,Industrial products & construction,201 - 1000,2 - 10,Yes,Fully on-site,
2024-10-23 10:05:14,Indonesia,Jakarta,Man,25 - 30,UI UX Designer,Full-time employee,Mid-level IC,Product / UX design,2,4,Diploma,No,,,,,,,No,IDR,Monthly,,"7,000,000",,,,"84,000,000","7,056","Paid medical leave, Budget for equipment or home office setup, Internet / mobile phone subsidies, Meal subsidies, Health insurance, Paid time off / vacation time",Start-up,Education,51 - 200,2 - 10,Yes,Fully on-site,Vokraf
2024-10-23 10:06:56,Indonesia,Jakarta,Man,18 - 24,UI/UX Designer,Intern/Apprentice,Junior IC (Entry level),Visual / UI design,1,1,Bachelor's degree,Yes,Bootcamps (e.g. General Assembly),FALSE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"3,000,000",,,,"36,000,000","3,024",,Small-medium enterprise,Mining & metals,51 - 200,2 - 10,Yes,2 days on-site,Bukit Technology
2024-10-23 10:09:34,Indonesia,Surabaya,Man,25 - 30,Animator,Full-time employee,Senior IC,Motion / animation design,5,7,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"5,800,000",,,,"69,600,000","5,846",,Agency / Consulting,"Technology, media & telecommunications",11 - 50,11 - 50,No,Fully on-site,Crea
2024-10-23 10:09:39,Indonesia,Surabaya,Man,31 - 35,UI Designer,Full-time employee,Senior IC,Visual / UI design,12,15,High school / secondary school,No,,,,,,,No,USD,Monthly,,"5,500","11,000",,,"77,000","103,950","Paid medical leave, Professional development, training, or learning fund, Wellness (gym, fitness, etc), Internet / mobile phone subsidies, Health insurance, Dental insurance, Allowance for flexible working arrangement (remote/co-working space), Budget for equipment or home office setup, Paid time off / vacation time",Agency / Consulting,"Technology, media & telecommunications",201 - 1000,11 - 50,No,Fully remote,
2024-10-23 10:11:27,Indonesia,Jakarta,Man,25 - 30,Product Designer,Full-time employee,Mid-level IC,Product / UX design,7,12,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"16,200,000",,,"16,200,000","210,600,000","17,690","Flexible schedule, Dental insurance, Health insurance",Start-up,Financial services,201 - 1000,2 - 10,No,Fully remote,Fintech Startup
2024-10-23 10:14:20,Indonesia,Jakarta,Woman,25 - 30,UI/UX Designer,Full-time employee,Mid-level IC,Visual / UI design,3,3,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"11,700,000",,,,"140,400,000","11,794","Health insurance, Allowance for flexible working arrangement (remote/co-working space)",Agency / Consulting,"Technology, media & telecommunications",201 - 1000,2 - 10,Yes,Fully remote,digital center
2024-10-23 10:15:13,Indonesia,Jakarta,Man,18 - 24,UI Designer,Intern/Apprentice,Junior IC (Entry level),Product / UX design,2,2,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"3,000,000","100,000",,,"36,100,000","3,032",Health insurance,Finance,Banking & capital markets,"10,001 and above",51 - 100,No,Fully on-site,CIMB Niaga
2024-10-23 10:15:30,Indonesia,Jakarta,Man,25 - 30,Product Designer,Full-time employee,Junior IC (Entry level),Product / UX design,3,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..), Bootcamps (e.g. General Assembly)",TRUE,FALSE,TRUE,FALSE,FALSE,No,IDR,Monthly,,"8,000,000",0,0,0,"96,000,000","8,064","Allowance for flexible working arrangement (remote/co-working space), Dental insurance, Health insurance, Onsite food / snacks",Start-up,Consumer products,51 - 200,11 - 50,No,2 days on-site,Pinhome
2024-10-23 10:18:38,Indonesia,Jakarta,Woman,25 - 30,Design Lead,Full-time employee,Manager,Product / UX design,7,9,Bachelor's degree,No,,,,,,,No,IDR,Monthly,,"35,000,000","35,000,000",,,"455,000,000","38,220","Dental insurance, Paid time off / vacation time, Internet / mobile phone subsidies, Transport subsidies",Small-medium enterprise,Banking & capital markets,201 - 1000,2 - 10,Yes,3 days on-site,
2024-10-23 10:20:51,Indonesia,Banjarbaru,Man,31 - 35,Product Designer,Self-employed (Freelancers; own company),Senior IC,Product / UX design,5,5,Bachelor's degree,Yes,"Online certification (e.g. Coursera or IDF), Bootcamps (e.g. General Assembly)",FALSE,TRUE,TRUE,FALSE,FALSE,Yes,USD,Monthly,,600,,,,"7,200","9,720",,Start-up,Financial services,1 - 10,Team of 1,No,Fully remote,
2024-10-23 10:21:31,Indonesia,Jakarta,Woman,18 - 24,Graphic Designer,Full-time employee,Junior IC (Entry level),Marketing / graphic design,2,3,Bachelor's degree,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"7,200,000","6,200,000",,,"92,600,000","7,778",Meal subsidies,Small-medium enterprise,Beauty,51 - 200,2 - 10,Yes,Fully on-site,
2024-10-23 10:24:16,Indonesia,Jakarta,Man,25 - 30,UI/UX Designer,Full-time employee,Senior IC,Visual / UI design,4,4,Bachelor's degree,Yes,Online certification (e.g. Coursera or IDF),FALSE,TRUE,FALSE,FALSE,FALSE,No,IDR,Monthly,,"10,200,000","10,200,000",,,"132,600,000","11,138","Paid time off / vacation time, Health insurance",Government,Banking & capital markets,"10,001 and above",11 - 50,Yes,Fully on-site,PT Bank Mandiri
2024-10-23 10:26:18,Indonesia,Jakarta,Man,25 - 30,Visual designer,Full-time employee,Senior IC,Service Design,4,7,Diploma,Yes,"Formal design education (Diploma, Degree..)",TRUE,FALSE,FALSE,FALSE,FALSE,Yes,IDR,Monthly,,"5,500,000",,,,"66,000,000","5,544","Health insurance, Dental insurance, Paid medical leave",Start-up,"Technology, media & telecommunications",51 - 200,2 - 10,No,Fully on-site,PT LINI IMAJI KREASI EKOSISTEM
2024-10-23 10:27:34,Indonesia,Lampung,Man,31 - 35,Product designer,Full-time employee,Mid-level IC,Product / UX design,5,8,Bachelor's degree,No,,,,,,,Yes,USD,Monthly,,"1,200",100,,,"14,500","19,575","Paid time off / vacation time, Flexible schedule, Paid medical leave, Allowance for flexible working arrangement (remote/co-working space)",Small-medium enterprise,Ecommerce Agency,51 - 200,2 - 10,Not applicable,Fully remote,
2024-10-23 10:29:35,Indonesia,Semarang,Man,25 - 30,Product Designer,Full-time employee,Senior IC,Product / UX design,8,10,Bachelor's degree,Yes,Self-taught / informal / unstructured courses,FALSE,FALSE,FALSE,FALSE,TRUE,Yes,EUR,Monthly,,"3,200",,,,"38,400","54,528","Flexible schedule, Allowance for flexible working arrangement (remote/co-working space)",Start-up,Power & utilities,51 - 200,2 - 10,No,Fully remote,
2024-10-23 10:32:11,Indonesia,Bogor,Non-binary/Non-conforming,25 - 30,UX Designer,Self-employed (Freelancers; own company),Junior IC (Entry level),Product / UX design,1,1,Bachelor's degree,Yes,"Bootcamps (e.g. General Assembly), Online certification (e.g. Coursera or IDF), Self-taught / informal / unstructured courses",FALSE,TRUE,TRUE,FALSE,TRUE,No,IDR,Monthly,,"3,500,000",,,,"42,000,000","3,528",,freelance,"Technology, media & telecommunications",1 - 10,Team of 1,No,Fully remote,-
